strain	species	date	region	country	location	host	group	collector	authors	title	journal	paper url
14.0041	Pst	16/06/2014	Europe	Germany	Hingste Inokluiert	Contur	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0042	Pst	17/06/2014	Europe	Germany	Dunau	Loft	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0043	Pst	23/06/2014	Europe	Germany	Grucking	JB Asano	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0044	Pst	23/06/2014	Europe	Germany	Kirchmatting	Akteur	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0078	Pst	04/06/2014	Europe	Germany	Ruchheim	Victo	Cluster 3 (Hubbard et al., 2015)	A. Resweber	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0079	Pst	17/06/2014	Europe	Germany	Böhl Bauch 10	Unknown	PstS10	A. Resweber	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0080	Pst	17/06/2014	Europe	Germany	Ruchheim	Victo	Other	A. Resweber	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0081	Pst	13/05/2014	Europe	Germany	Gommershoven	JB Asano	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0084	Pst	28/05/2014	Europe	Germany	Groitzsch	Kometus	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0085	Pst	03/06/2014	Europe	Germany	Groitzsch	Akteur	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0086	Pst	03/06/2014	Europe	Germany	Weißensee	Ritmo	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0087	Pst	03/06/2014	Europe	Germany	Weißensee	JB Asano	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0088	Pst	03/06/2014	Europe	Germany	Weißensee	Akteur	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0089	Pst	04/06/2014	Europe	Germany	Dechenhausen	Kometus	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0090	Pst	05/06/2014	Europe	Germany	Hottendorf	Hermann	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0091	Pst	05/06/2014	Europe	Germany	Hottendorf	Kometus	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0115	Pst	July 2014	Europe	Germany	Werbig	Rye	Triticale	Viktor	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0120	Pst	July 2014	Europe	Germany	Werbig	Rye	Triticale	Viktor	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0083	Pst	28/05/2014	Europe	Germany	Böhl-Iggelheim	Akteur	Triticum aestivum	Unknown	Corredor-Moreno et al., 2021	The branched-chain amino acid aminotransferase TaBCAT1 modulates amino acid metabolism and positively regulates wheat rust susceptibility	The Plant Cell (5)	https://doi.org/10.1093/plcell/koab049
15.0398	Pst	09/06/2015	Europe	Germany	Hemmingen	Solstice	Triticum aestivum	Unknown	Corredor-Moreno et al., 2021	The branched-chain amino acid aminotransferase TaBCAT1 modulates amino acid metabolism and positively regulates wheat rust susceptibility	The Plant Cell (5)	https://doi.org/10.1093/plcell/koab049
14.0076	Pst	21/05/2014	Europe	Italy	Ozzano, Bologna	Massari	PstS7	A. Resweber	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0077	Pst	21/05/2014	Europe	Italy	Conselice	Irnerio	Triticale	A. Resweber	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14/K10	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K11	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K12	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K13	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K14	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K15	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K2	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K4	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K5	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K6	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K7	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K8	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
14/K9	Pst	2014	Africa	Kenya	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468
18.0169	Pst	04/11/2018	Africa	Lesotho	unknown	Unknown	Triticum aestivum	Unknown	Boshoff et al., 2020	First Report of Puccinia striiformis f. sp. tritici, Causing Stripe Rust of Wheat, in Zimbabwe	Plant Disease	https://doi.org/10.1094/PDIS-07-19-1395-PDN
06/01	Pst	2006	Oceania	New Zealand	unknown	Sy Epson	Other	Richard Oliver	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
11/03	Pst	November 2011	Oceania	New Zealand	Darfield	Morph	Other	Richard Oliver	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
12/08	Pst	2012	Oceania	New Zealand	unknown	Unknown	Other	Richard Oliver	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
12/12	Pst	November 2012	Oceania	New Zealand	Lincoln	Unknown	Other	Richard Oliver	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
ATR-1	Pst	13/05/2014	Asia	Pakistan	Attarshisha	Unknown	Other	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
ATR-2	Pst	13/05/2014	Asia	Pakistan	Attarshisha	Unknown	Other	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
ATR-3	Pst	13/05/2014	Asia	Pakistan	Attarshisha	Unknown	Other	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
Qld-1	Pst	16/05/2014	Asia	Pakistan	Abbottabad	Unknown	Other	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
Qld-2	Pst	16/05/2014	Asia	Pakistan	Abbottabad	Unknown	Other	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
Qld-3	Pst	16/05/2014	Asia	Pakistan	Qalandarabad	Unknown	Other	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0010	Pst	22/05/2014	Europe	Poland	Choryn	Unknown	Triticale	Zofia Banaszak	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0024	Pst	05/06/2014	Europe	Poland	Kwidzyn	Kobra	PstS10	Marcin Lanski	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0025	Pst	05/06/2014	Europe	Poland	Kwidzyn	Arkadia	PstS8	Marcin Lanski	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0026	Pst	06/06/2014	Europe	Poland	Sroda Wielko	Legenda	PstS7	Szymon Laczny	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0027	Pst	06/06/2014	Europe	Poland	Sroda Wielko	Princeps	PstS8	Szymon Laczny	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
15.0409	Pst	15/06/2015	Europe	Poland	Jaroslawiec	KWS Magic	PstS8	Szymon Laczny	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
14.0099	Pst	24/05/2014	Europe	Romania	unknown	Unknown	PstS7	Dario	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
23.0001	Pst	08/05/2023	Europe	Serbia	Rimski sancevi	NS 3-9316	Other	Radivoje Jevtic				
23.0002	Pst	08/05/2023	Europe	Serbia	Rimski sancevi	Natasa	Other	Radivoje Jevtic				
23.0003	Pst	09/05/2023	Europe	Serbia	Rimski sancevi	Zvezdana	Other	Radivoje Jevtic				
23.0004	Pst	03/05/2023	Europe	Serbia	Suljam	Pobeda	Other	Radivoje Jevtic				
23.0005	Pst	05/05/2023	Europe	Serbia	Nikinci	Simonida	Other	Radivoje Jevtic				
23.0006	Pst	27/04/2023	Europe	Serbia	Turija	Zvezdana	Other	Radivoje Jevtic				
23.0007	Pst	27/04/2023	Europe	Serbia	Srbobran	Igra	Other	Radivoje Jevtic				
23.0008	Pst	27/04/2023	Europe	Serbia	Turija	Zvezdana	Other	Radivoje Jevtic				
23.0009	Pst	27/04/2023	Europe	Serbia	Turija	NS Obala	Other	Radivoje Jevtic				
23.0011	Pst	13/05/2023	Europe	Serbia	Obrenovac	Simonida	Other	Radivoje Jevtic				
23.0012	Pst	13/05/2023	Europe	Serbia	Mrđenovac	LG Apilco	Other	Radivoje Jevtic				
23.0013	Pst	18/05/2023	Europe	Serbia	Rimski sancevi	Zvezdana	Other	Radivoje Jevtic				
23.0014	Pst	08/05/2023	Europe	Serbia	Rimski sancevi	Odisej	Triticale	Radivoje Jevtic				
23.0015	Pst	18/05/2023	Europe	Serbia	Rimski sancevi	NS Obala	Other	Radivoje Jevtic				
23.0016	Pst	18/05/2023	Europe	Serbia	Rimski sancevi	CD 42	Triticale	Radivoje Jevtic				
23.0017	Pst	18/05/2023	Europe	Serbia	Rimski sancevi	ST 80	Triticale	Radivoje Jevtic				
23.0018	Pst	18/05/2023	Europe	Serbia	Rimski sancevi	CD 38	Triticale	Radivoje Jevtic				
23.0019	Pst	18/05/2023	Europe	Serbia	Rimski sancevi	CD 75	Triticale	Radivoje Jevtic				
23.0031	Pst	2023	Europe	Serbia	unknown	Unknown	Other
23.0033	Pst	2023	Europe	Serbia	unknown	Unknown	Other
23.0036	Pst	2023	Europe	Serbia	unknown	Unknown	Other
23.0039	Pst	2023	Europe	Serbia	unknown	Unknown	Other
14.0103	Pst	24/05/2014	Europe	Serbia	unknown	Unknown	PstS7	Dario	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
23.0010	Pst	13/05/2023	Europe	Serbia	Obrenovac	NS Obala	Other	Radivoje Jevtic				
23.0020	Pst	18/05/2023	Europe	Serbia	Rimski sancevi	CD 241	Triticale	Radivoje Jevtic				
23.0021	Pst	23/05/2022	Europe	Serbia	Rimski sancevi	Bambi	Other	Radivoje Jevtic				
23.0022	Pst	23/05/2022	Europe	Serbia	Rimski sancevi	NS Karnak	Triticale	Radivoje Jevtic				
23.0023	Pst	23/05/2022	Europe	Serbia	Rimski sancevi	NS40S	Other	Radivoje Jevtic				
23.0024	Pst	23/05/2022	Europe	Serbia	Rimski sancevi	Pobeda	Other	Radivoje Jevtic				
23.0025	Pst	23/05/2022	Europe	Serbia	Rimski sancevi	Nirvana	Spelta	Radivoje Jevtic				
23.0026	Pst	23/05/2022	Europe	Serbia	Rimski sancevi	Dolap	Other	Radivoje Jevtic				
23.0027	Pst	23/05/2022	Europe	Serbia	Rimski sancevi	NS Obala	Other	Radivoje Jevtic				
23.0028	Pst	23/05/2022	Europe	Serbia	Rimski sancevi	NS 54-20	Other	Radivoje Jevtic				
14.0092	Pst	26/05/2014	Europe	Slovakia	Detva	Unknown	PstS7	Andrea Hanková	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0093	Pst	26/05/2014	Europe	Slovakia	Detva	Unknown	PstS7	Andrea Hanková	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
16.0771	Pst	18/10/2016	Africa	South Africa	Napier	Unknown	Triticale	Driecus Lesch	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0772	Pst	18/10/2016	Africa	South Africa	Napier	Unknown	Triticale	Driecus Lesch	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
13/SAZP1	Pst	2013	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SADL1	Pst	23/08/2014	Africa	South Africa	Ouplaas	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SADL2	Pst	23/08/2014	Africa	South Africa	Ouplaas	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SADL3	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SADL4	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SADL5	Pst	04/09/2014	Africa	South Africa	Bredasdorp	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SADL6	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SATT1	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SATT2	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SATT3	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SATT4	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SATT5	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SAZP2	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
14/SAZP3	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
15/SAZP1	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
15/SAZP10	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
15/SAZP11	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
15/SAZP12	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
15/SAZP2	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
15/SAZP3	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
15/SAZP4	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
15/SAZP5	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
15/SAZP6	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
15/SAZP7	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
